City,Year,Month,Day,AvgTemperature,ÈÕÆÚ
Chengdu,2018,12,12,44.7,2018/12/12
Chengdu,2018,12,13,45.5,2018/12/13
Chengdu,2018,12,14,45.1,2018/12/14
Chengdu,2018,12,15,44.4,2018/12/15
Chengdu,2018,12,16,46.4,2018/12/16
Chengdu,2018,12,17,48,2018/12/17
Chengdu,2018,12,18,49.4,2018/12/18
Chengdu,2018,12,19,47.6,2018/12/19
Chengdu,2018,12,20,48.7,2018/12/20
Chengdu,2018,12,21,50.5,2018/12/21
Chengdu,2018,12,22,51.9,2018/12/22
Chengdu,2018,12,23,48.7,2018/12/23
Chengdu,2018,12,24,44.8,2018/12/24
Chengdu,2018,12,25,46,2018/12/25
Chengdu,2018,12,26,48.1,2018/12/26
Chengdu,2018,12,27,43.8,2018/12/27
Chengdu,2018,12,28,36.7,2018/12/28
Chengdu,2018,12,29,35.7,2018/12/29
Chengdu,2018,12,30,37.6,2018/12/30
Chengdu,2018,12,31,38.2,2018/12/31
Chengdu,2019,1,1,40.8,2019/1/1
Chengdu,2019,1,2,41.8,2019/1/2
Chengdu,2019,1,3,39.2,2019/1/3
Chengdu,2019,1,4,41.2,2019/1/4
Chengdu,2019,1,5,45.3,2019/1/5
Chengdu,2019,1,6,44.2,2019/1/6
Chengdu,2019,1,7,45.4,2019/1/7
Chengdu,2019,1,8,43.9,2019/1/8
Chengdu,2019,1,9,44.1,2019/1/9
Chengdu,2019,1,10,42.9,2019/1/10
Chengdu,2019,1,11,46.9,2019/1/11
Chengdu,2019,1,12,40.6,2019/1/12
Chengdu,2019,1,13,44.7,2019/1/13
Chengdu,2019,1,14,47.4,2019/1/14
Chengdu,2019,1,15,45.5,2019/1/15
Chengdu,2019,1,16,45.4,2019/1/16
Chengdu,2019,1,17,45.3,2019/1/17
Chengdu,2019,1,18,43.2,2019/1/18
Chengdu,2019,1,19,48.6,2019/1/19
Chengdu,2019,1,20,48.9,2019/1/20
Chengdu,2019,1,21,44.8,2019/1/21
Chengdu,2019,1,22,47.3,2019/1/22
Chengdu,2019,1,23,-99,2019/1/23
Chengdu,2019,1,24,49.6,2019/1/24
Chengdu,2019,1,25,51,2019/1/25
Chengdu,2019,1,26,48.7,2019/1/26
Chengdu,2019,1,27,46.6,2019/1/27
Chengdu,2019,1,28,50.1,2019/1/28
Chengdu,2019,1,29,48.8,2019/1/29
Chengdu,2019,1,30,44.8,2019/1/30
Chengdu,2019,1,31,44,2019/1/31
Chengdu,2019,2,1,48.4,2019/2/1
Chengdu,2019,2,2,44.5,2019/2/2
Chengdu,2019,2,3,50.1,2019/2/3
Chengdu,2019,2,4,51,2019/2/4
Chengdu,2019,2,5,50.8,2019/2/5
Chengdu,2019,2,6,55.4,2019/2/6
Chengdu,2019,2,7,57.6,2019/2/7
Chengdu,2019,2,8,51.3,2019/2/8
Chengdu,2019,2,9,44.7,2019/2/9
Chengdu,2019,2,10,42.9,2019/2/10
Chengdu,2019,2,11,47.3,2019/2/11
Chengdu,2019,2,12,49.9,2019/2/12
Chengdu,2019,2,13,51.1,2019/2/13
Chengdu,2019,2,14,47.5,2019/2/14
Chengdu,2019,2,15,50.3,2019/2/15
Chengdu,2019,2,16,47.7,2019/2/16
Chengdu,2019,2,17,41.5,2019/2/17
Chengdu,2019,2,18,42.9,2019/2/18
Chengdu,2019,2,19,44.7,2019/2/19
Chengdu,2019,2,20,48.4,2019/2/20
Chengdu,2019,2,21,49,2019/2/21
Chengdu,2019,2,22,48.5,2019/2/22
Chengdu,2019,2,23,48.3,2019/2/23
Chengdu,2019,2,24,46.2,2019/2/24
Chengdu,2019,2,25,49.3,2019/2/25
Chengdu,2019,2,26,49.9,2019/2/26
Chengdu,2019,2,27,49.5,2019/2/27
Chengdu,2019,2,28,49.3,2019/2/28
Chengdu,2019,3,1,47.1,2019/3/1
Chengdu,2019,3,2,52.6,2019/3/2
Chengdu,2019,3,3,56.8,2019/3/3
Chengdu,2019,3,4,54.4,2019/3/4
Chengdu,2019,3,5,58.6,2019/3/5
Chengdu,2019,3,6,53.4,2019/3/6
Chengdu,2019,3,7,49.5,2019/3/7
Chengdu,2019,3,8,49.6,2019/3/8
Chengdu,2019,3,9,53.9,2019/3/9
Chengdu,2019,3,10,58.1,2019/3/10
Chengdu,2019,3,11,62.9,2019/3/11
Chengdu,2019,3,12,61.5,2019/3/12
Chengdu,2019,3,13,57.8,2019/3/13
Chengdu,2019,3,14,56.1,2019/3/14
Chengdu,2019,3,15,55.6,2019/3/15
Chengdu,2019,3,16,54.3,2019/3/16
Chengdu,2019,3,17,54.3,2019/3/17
Chengdu,2019,3,18,58.4,2019/3/18
Chengdu,2019,3,19,58.3,2019/3/19
Chengdu,2019,3,20,64.6,2019/3/20
Chengdu,2019,3,21,59.2,2019/3/21
Chengdu,2019,3,22,55.6,2019/3/22
Chengdu,2019,3,23,52.8,2019/3/23
Chengdu,2019,3,24,52.9,2019/3/24
Chengdu,2019,3,25,56.8,2019/3/25
Chengdu,2019,3,26,59.8,2019/3/26
Chengdu,2019,3,27,64,2019/3/27
Chengdu,2019,3,28,68.9,2019/3/28
Chengdu,2019,3,29,70.2,2019/3/29
Chengdu,2019,3,30,66.9,2019/3/30
Chengdu,2019,3,31,60.7,2019/3/31
Chengdu,2019,4,1,58.6,2019/4/1
Chengdu,2019,4,2,59,2019/4/2
Chengdu,2019,4,3,59.8,2019/4/3
Chengdu,2019,4,4,61.8,2019/4/4
Chengdu,2019,4,5,67.8,2019/4/5
Chengdu,2019,4,6,70.8,2019/4/6
Chengdu,2019,4,7,73.9,2019/4/7
Chengdu,2019,4,8,76,2019/4/8
Chengdu,2019,4,9,77.5,2019/4/9
Chengdu,2019,4,10,63.1,2019/4/10
Chengdu,2019,4,11,65,2019/4/11
Chengdu,2019,4,12,63.9,2019/4/12
Chengdu,2019,4,13,67.6,2019/4/13
Chengdu,2019,4,14,66.6,2019/4/14
Chengdu,2019,4,15,63.4,2019/4/15
Chengdu,2019,4,16,69,2019/4/16
Chengdu,2019,4,17,69,2019/4/17
Chengdu,2019,4,18,74.3,2019/4/18
Chengdu,2019,4,19,76.8,2019/4/19
Chengdu,2019,4,20,64.6,2019/4/20
Chengdu,2019,4,21,74.5,2019/4/21
Chengdu,2019,4,22,77,2019/4/22
Chengdu,2019,4,23,78.8,2019/4/23
Chengdu,2019,4,24,-99,2019/4/24
Chengdu,2019,4,25,84.8,2019/4/25
Chengdu,2019,4,26,86,2019/4/26
Chengdu,2019,4,27,75.7,2019/4/27
Chengdu,2019,4,28,70.6,2019/4/28
Chengdu,2019,4,29,74.8,2019/4/29
Chengdu,2019,4,30,71.1,2019/4/30
Chengdu,2019,5,1,67.5,2019/5/1
Chengdu,2019,5,2,68.4,2019/5/2
Chengdu,2019,5,3,66.1,2019/5/3
Chengdu,2019,5,4,67.2,2019/5/4
Chengdu,2019,5,5,66.2,2019/5/5
Chengdu,2019,5,6,62.8,2019/5/6
Chengdu,2019,5,7,59,2019/5/7
Chengdu,2019,5,8,63.2,2019/5/8
Chengdu,2019,5,9,67.3,2019/5/9
Chengdu,2019,5,10,72.7,2019/5/10
Chengdu,2019,5,11,70.2,2019/5/11
Chengdu,2019,5,12,68.8,2019/5/12
Chengdu,2019,5,13,72.3,2019/5/13
Chengdu,2019,5,14,73.2,2019/5/14
Chengdu,2019,5,15,73.8,2019/5/15
Chengdu,2019,5,16,-99,2019/5/16
Chengdu,2019,5,17,-99,2019/5/17
Chengdu,2019,5,18,-99,2019/5/18
Chengdu,2019,5,19,-99,2019/5/19
Chengdu,2019,5,20,67.9,2019/5/20
Chengdu,2019,5,21,73.4,2019/5/21
Chengdu,2019,5,22,73.5,2019/5/22
Chengdu,2019,5,23,78,2019/5/23
Chengdu,2019,5,24,76.5,2019/5/24
Chengdu,2019,5,25,78.2,2019/5/25
Chengdu,2019,5,26,78,2019/5/26
Chengdu,2019,5,27,67.8,2019/5/27
Chengdu,2019,5,28,62.8,2019/5/28
Chengdu,2019,5,29,62.5,2019/5/29
Chengdu,2019,5,30,70,2019/5/30
Chengdu,2019,5,31,73.9,2019/5/31
Chengdu,2019,6,1,76,2019/6/1
Chengdu,2019,6,2,79.5,2019/6/2
Chengdu,2019,6,3,83,2019/6/3
Chengdu,2019,6,4,83.5,2019/6/4
Chengdu,2019,6,5,81.7,2019/6/5
Chengdu,2019,6,6,82.6,2019/6/6
Chengdu,2019,6,7,82,2019/6/7
Chengdu,2019,6,8,75.9,2019/6/8
Chengdu,2019,6,9,80.4,2019/6/9
Chengdu,2019,6,10,78.3,2019/6/10
Chengdu,2019,6,11,74.8,2019/6/11
Chengdu,2019,6,12,79.6,2019/6/12
Chengdu,2019,6,13,83.3,2019/6/13
Chengdu,2019,6,14,73.5,2019/6/14
Chengdu,2019,6,15,74.2,2019/6/15
Chengdu,2019,6,16,75.3,2019/6/16
Chengdu,2019,6,17,73.5,2019/6/17
Chengdu,2019,6,18,74.8,2019/6/18
Chengdu,2019,6,19,76,2019/6/19
Chengdu,2019,6,20,82.2,2019/6/20
Chengdu,2019,6,21,83.2,2019/6/21
Chengdu,2019,6,22,80.5,2019/6/22
Chengdu,2019,6,23,76.7,2019/6/23
Chengdu,2019,6,24,72.3,2019/6/24
Chengdu,2019,6,25,73.4,2019/6/25
Chengdu,2019,6,26,76,2019/6/26
Chengdu,2019,6,27,78.6,2019/6/27
Chengdu,2019,6,28,79.7,2019/6/28
Chengdu,2019,6,29,82.9,2019/6/29
Chengdu,2019,6,30,80.3,2019/6/30
Chengdu,2019,7,1,86.1,2019/7/1
Chengdu,2019,7,2,81.4,2019/7/2
Chengdu,2019,7,3,72.4,2019/7/3
Chengdu,2019,7,4,72.3,2019/7/4
Chengdu,2019,7,5,77.9,2019/7/5
Chengdu,2019,7,6,76.2,2019/7/6
Chengdu,2019,7,7,70.6,2019/7/7
Chengdu,2019,7,8,75.2,2019/7/8
Chengdu,2019,7,9,76,2019/7/9
Chengdu,2019,7,10,78.5,2019/7/10
Chengdu,2019,7,11,71.2,2019/7/11
Chengdu,2019,7,12,76,2019/7/12
Chengdu,2019,7,13,80.3,2019/7/13
Chengdu,2019,7,14,80.5,2019/7/14
Chengdu,2019,7,15,73.7,2019/7/15
Chengdu,2019,7,16,76.2,2019/7/16
Chengdu,2019,7,17,80.7,2019/7/17
Chengdu,2019,7,18,82.8,2019/7/18
Chengdu,2019,7,19,82.3,2019/7/19
Chengdu,2019,7,20,77.3,2019/7/20
Chengdu,2019,7,21,83.2,2019/7/21
Chengdu,2019,7,22,74.5,2019/7/22
Chengdu,2019,7,23,79.1,2019/7/23
Chengdu,2019,7,24,79.3,2019/7/24
Chengdu,2019,7,25,82.1,2019/7/25
Chengdu,2019,7,26,84.7,2019/7/26
Chengdu,2019,7,27,86.5,2019/7/27
Chengdu,2019,7,28,83.6,2019/7/28
Chengdu,2019,7,29,74.3,2019/7/29
Chengdu,2019,7,30,77.3,2019/7/30
Chengdu,2019,7,31,83,2019/7/31
Chengdu,2019,8,1,82.9,2019/8/1
Chengdu,2019,8,2,77,2019/8/2
Chengdu,2019,8,3,80.6,2019/8/3
Chengdu,2019,8,4,81.1,2019/8/4
Chengdu,2019,8,5,76,2019/8/5
Chengdu,2019,8,6,76.6,2019/8/6
Chengdu,2019,8,7,82.7,2019/8/7
Chengdu,2019,8,8,82.7,2019/8/8
Chengdu,2019,8,9,82.1,2019/8/9
Chengdu,2019,8,10,84.2,2019/8/10
Chengdu,2019,8,11,86.1,2019/8/11
Chengdu,2019,8,12,87.7,2019/8/12
Chengdu,2019,8,13,84.1,2019/8/13
Chengdu,2019,8,14,82.4,2019/8/14
Chengdu,2019,8,15,85.5,2019/8/15
Chengdu,2019,8,16,86.8,2019/8/16
Chengdu,2019,8,17,90.5,2019/8/17
Chengdu,2019,8,18,84.4,2019/8/18
Chengdu,2019,8,19,77.1,2019/8/19
Chengdu,2019,8,20,78.6,2019/8/20
Chengdu,2019,8,21,78.1,2019/8/21
Chengdu,2019,8,22,81.8,2019/8/22
Chengdu,2019,8,23,83.8,2019/8/23
Chengdu,2019,8,24,86.7,2019/8/24
Chengdu,2019,8,25,85.1,2019/8/25
Chengdu,2019,8,26,85.2,2019/8/26
Chengdu,2019,8,27,81.1,2019/8/27
Chengdu,2019,8,28,84.6,2019/8/28
Chengdu,2019,8,29,81.6,2019/8/29
Chengdu,2019,8,30,75,2019/8/30
Chengdu,2019,8,31,70,2019/8/31
Chengdu,2019,9,1,72.1,2019/9/1
Chengdu,2019,9,2,71,2019/9/2
Chengdu,2019,9,3,71.6,2019/9/3
Chengdu,2019,9,4,70.6,2019/9/4
Chengdu,2019,9,5,74,2019/9/5
Chengdu,2019,9,6,76,2019/9/6
Chengdu,2019,9,7,75.8,2019/9/7
Chengdu,2019,9,8,78.3,2019/9/8
Chengdu,2019,9,9,77.1,2019/9/9
Chengdu,2019,9,10,75.3,2019/9/10
Chengdu,2019,9,11,77.1,2019/9/11
Chengdu,2019,9,12,77.9,2019/9/12
Chengdu,2019,9,13,64.6,2019/9/13
Chengdu,2019,9,14,67.1,2019/9/14
Chengdu,2019,9,15,67.8,2019/9/15
Chengdu,2019,9,16,70.4,2019/9/16
Chengdu,2019,9,17,69.1,2019/9/17
Chengdu,2019,9,18,69.5,2019/9/18
Chengdu,2019,9,19,66.6,2019/9/19
Chengdu,2019,9,20,69.6,2019/9/20
Chengdu,2019,9,21,70.7,2019/9/21
Chengdu,2019,9,22,75.2,2019/9/22
Chengdu,2019,9,23,68.7,2019/9/23
Chengdu,2019,9,24,64.7,2019/9/24
Chengdu,2019,9,25,70.8,2019/9/25
Chengdu,2019,9,26,68.2,2019/9/26
Chengdu,2019,9,27,71.4,2019/9/27
Chengdu,2019,9,28,73,2019/9/28
Chengdu,2019,9,29,71.7,2019/9/29
Chengdu,2019,9,30,73.4,2019/9/30
Chengdu,2019,10,1,72.4,2019/10/1
Chengdu,2019,10,2,71.1,2019/10/2
Chengdu,2019,10,3,69.7,2019/10/3
Chengdu,2019,10,4,69.3,2019/10/4
Chengdu,2019,10,5,74.4,2019/10/5
Chengdu,2019,10,6,69.6,2019/10/6
Chengdu,2019,10,7,69.1,2019/10/7
Chengdu,2019,10,8,66.4,2019/10/8
Chengdu,2019,10,9,66.2,2019/10/9
Chengdu,2019,10,10,67.4,2019/10/10
Chengdu,2019,10,11,69.3,2019/10/11
Chengdu,2019,10,12,69.3,2019/10/12
Chengdu,2019,10,13,65.3,2019/10/13
Chengdu,2019,10,14,64.1,2019/10/14
Chengdu,2019,10,15,64.4,2019/10/15
Chengdu,2019,10,16,66.8,2019/10/16
Chengdu,2019,10,17,64.6,2019/10/17
Chengdu,2019,10,18,68.7,2019/10/18
Chengdu,2019,10,19,67.9,2019/10/19
Chengdu,2019,10,20,65.8,2019/10/20
Chengdu,2019,10,21,63.3,2019/10/21
Chengdu,2019,10,22,65.7,2019/10/22
Chengdu,2019,10,23,65.8,2019/10/23
Chengdu,2019,10,24,57.1,2019/10/24
Chengdu,2019,10,25,55.6,2019/10/25
Chengdu,2019,10,26,55.3,2019/10/26
Chengdu,2019,10,27,58.4,2019/10/27
Chengdu,2019,10,28,62.4,2019/10/28
Chengdu,2019,10,29,63.2,2019/10/29
Chengdu,2019,10,30,65.7,2019/10/30
Chengdu,2019,10,31,61.2,2019/10/31
Chengdu,2019,11,1,62.4,2019/11/1
Chengdu,2019,11,2,65.2,2019/11/2
Chengdu,2019,11,3,64,2019/11/3
Chengdu,2019,11,4,60,2019/11/4
Chengdu,2019,11,5,58,2019/11/5
Chengdu,2019,11,6,58.7,2019/11/6
Chengdu,2019,11,7,62,2019/11/7
Chengdu,2019,11,8,60.5,2019/11/8
Chengdu,2019,11,9,59.5,2019/11/9
Chengdu,2019,11,10,60.4,2019/11/10
Chengdu,2019,11,11,60.6,2019/11/11
Chengdu,2019,11,12,61.8,2019/11/12
Chengdu,2019,11,13,58.2,2019/11/13
Chengdu,2019,11,14,59.2,2019/11/14
Chengdu,2019,11,15,59.1,2019/11/15
Chengdu,2019,11,16,59.3,2019/11/16
Chengdu,2019,11,17,57.4,2019/11/17
Chengdu,2019,11,18,51.2,2019/11/18
Chengdu,2019,11,19,49.6,2019/11/19
Chengdu,2019,11,20,49.4,2019/11/20
Chengdu,2019,11,21,53.7,2019/11/21
Chengdu,2019,11,22,53.7,2019/11/22
Chengdu,2019,11,23,54.6,2019/11/23
Chengdu,2019,11,24,48.5,2019/11/24
Chengdu,2019,11,25,50.1,2019/11/25
Chengdu,2019,11,26,48.7,2019/11/26
Chengdu,2019,11,27,51.7,2019/11/27
Chengdu,2019,11,28,49.5,2019/11/28
Chengdu,2019,11,29,48.7,2019/11/29
Chengdu,2019,11,30,47.5,2019/11/30
Chengdu,2019,12,1,47.5,2019/12/1
Chengdu,2019,12,2,49.4,2019/12/2
Chengdu,2019,12,3,47.7,2019/12/3
Chengdu,2019,12,4,49.8,2019/12/4
Chengdu,2019,12,5,51.9,2019/12/5
Chengdu,2019,12,6,53.6,2019/12/6
Chengdu,2019,12,7,50.6,2019/12/7
Chengdu,2019,12,8,49.4,2019/12/8
Chengdu,2019,12,9,49.2,2019/12/9
Chengdu,2019,12,10,50.7,2019/12/10
Chengdu,2019,12,11,53.3,2019/12/11
Chengdu,2019,12,12,52.6,2019/12/12
Chengdu,2019,12,13,51.1,2019/12/13
Chengdu,2019,12,14,52.3,2019/12/14
Chengdu,2019,12,15,53,2019/12/15
Chengdu,2019,12,16,55.3,2019/12/16
Chengdu,2019,12,17,53.1,2019/12/17
Chengdu,2019,12,18,47.3,2019/12/18
Chengdu,2019,12,19,47.8,2019/12/19
Chengdu,2019,12,20,46.1,2019/12/20
Chengdu,2019,12,21,47.7,2019/12/21
Chengdu,2019,12,22,48.4,2019/12/22
Chengdu,2019,12,23,49.5,2019/12/23
Chengdu,2019,12,24,48.9,2019/12/24
Chengdu,2019,12,25,49,2019/12/25
Chengdu,2019,12,26,46.2,2019/12/26
Chengdu,2019,12,27,46.7,2019/12/27
Chengdu,2019,12,28,46.5,2019/12/28
Chengdu,2019,12,29,47.6,2019/12/29
Chengdu,2019,12,30,50.4,2019/12/30
Chengdu,2019,12,31,49.6,2019/12/31
Chengdu,2020,1,1,48,2020/1/1
Chengdu,2020,1,2,48.4,2020/1/2
Chengdu,2020,1,3,49.3,2020/1/3
Chengdu,2020,1,4,49,2020/1/4
Chengdu,2020,1,5,48.3,2020/1/5
Chengdu,2020,1,6,46,2020/1/6
Chengdu,2020,1,7,48.2,2020/1/7
Chengdu,2020,1,8,49.5,2020/1/8
Chengdu,2020,1,9,48,2020/1/9
Chengdu,2020,1,10,47,2020/1/10
Chengdu,2020,1,11,50.2,2020/1/11
Chengdu,2020,1,12,50.9,2020/1/12
Chengdu,2020,1,13,48,2020/1/13
Chengdu,2020,1,14,47,2020/1/14
Chengdu,2020,1,15,44.6,2020/1/15
Chengdu,2020,1,16,49.3,2020/1/16
Chengdu,2020,1,17,47.2,2020/1/17
Chengdu,2020,1,18,45.6,2020/1/18
Chengdu,2020,1,19,48.8,2020/1/19
Chengdu,2020,1,20,49.3,2020/1/20
Chengdu,2020,1,21,50.1,2020/1/21
Chengdu,2020,1,22,51,2020/1/22
Chengdu,2020,1,23,48.9,2020/1/23
Chengdu,2020,1,24,48.7,2020/1/24
Chengdu,2020,1,25,49.5,2020/1/25
Chengdu,2020,1,26,46.4,2020/1/26
Chengdu,2020,1,27,44.4,2020/1/27
Chengdu,2020,1,28,42.1,2020/1/28
Chengdu,2020,1,29,46.2,2020/1/29
Chengdu,2020,1,30,48.5,2020/1/30
Chengdu,2020,1,31,46.6,2020/1/31
Chengdu,2020,2,1,47.9,2020/2/1
Chengdu,2020,2,2,48.2,2020/2/2
Chengdu,2020,2,3,50.2,2020/2/3
Chengdu,2020,2,4,52.5,2020/2/4
Chengdu,2020,2,5,49.6,2020/2/5
Chengdu,2020,2,6,52.7,2020/2/6
Chengdu,2020,2,7,48.7,2020/2/7
Chengdu,2020,2,8,49,2020/2/8
Chengdu,2020,2,9,53.1,2020/2/9
Chengdu,2020,2,10,54.3,2020/2/10
Chengdu,2020,2,11,54.2,2020/2/11
Chengdu,2020,2,12,56.6,2020/2/12
Chengdu,2020,2,13,59.6,2020/2/13
Chengdu,2020,2,14,55.7,2020/2/14
Chengdu,2020,2,15,41.3,2020/2/15
Chengdu,2020,2,16,47.9,2020/2/16
Chengdu,2020,2,17,47.8,2020/2/17
Chengdu,2020,2,18,47.4,2020/2/18
Chengdu,2020,2,19,51.3,2020/2/19
Chengdu,2020,2,20,49,2020/2/20
Chengdu,2020,2,21,53.8,2020/2/21
Chengdu,2020,2,22,52.7,2020/2/22
Chengdu,2020,2,23,53.6,2020/2/23
Chengdu,2020,2,24,53.9,2020/2/24
Chengdu,2020,2,25,59.3,2020/2/25
Chengdu,2020,2,26,61.7,2020/2/26
Chengdu,2020,2,27,58.9,2020/2/27
Chengdu,2020,2,28,58.7,2020/2/28
Chengdu,2020,2,29,64.8,2020/2/29
Chengdu,2020,3,1,59.9,2020/3/1
Chengdu,2020,3,2,52.2,2020/3/2
Chengdu,2020,3,3,54.7,2020/3/3
Chengdu,2020,3,4,58,2020/3/4
Chengdu,2020,3,5,55.4,2020/3/5
Chengdu,2020,3,6,57,2020/3/6
Chengdu,2020,3,7,61.5,2020/3/7
Chengdu,2020,3,8,58.3,2020/3/8
Chengdu,2020,3,9,55.3,2020/3/9
Chengdu,2020,3,10,56.4,2020/3/10
Chengdu,2020,3,11,57.2,2020/3/11
Chengdu,2020,3,12,58.4,2020/3/12
Chengdu,2020,3,13,58.8,2020/3/13
Chengdu,2020,3,14,56.8,2020/3/14
Chengdu,2020,3,15,57.1,2020/3/15
Chengdu,2020,3,16,53.5,2020/3/16
Chengdu,2020,3,17,60.6,2020/3/17
Chengdu,2020,3,18,62.8,2020/3/18
Chengdu,2020,3,19,65.8,2020/3/19
Chengdu,2020,3,20,67.8,2020/3/20
Chengdu,2020,3,21,70.9,2020/3/21
Chengdu,2020,3,22,65.1,2020/3/22
Chengdu,2020,3,23,71.8,2020/3/23
Chengdu,2020,3,24,71.4,2020/3/24
Chengdu,2020,3,25,74.1,2020/3/25
Chengdu,2020,3,26,66.1,2020/3/26
Chengdu,2020,3,27,62.4,2020/3/27
Chengdu,2020,3,28,52.2,2020/3/28
Chengdu,2020,3,29,54.9,2020/3/29
Chengdu,2020,3,30,54.2,2020/3/30
Chengdu,2020,3,31,63.4,2020/3/31
Chengdu,2020,4,1,61.2,2020/4/1
Chengdu,2020,4,2,56.9,2020/4/2
Chengdu,2020,4,3,52.9,2020/4/3
Chengdu,2020,4,4,56.6,2020/4/4
Chengdu,2020,4,5,59.5,2020/4/5
Chengdu,2020,4,6,57.5,2020/4/6
Chengdu,2020,4,7,60,2020/4/7
Chengdu,2020,4,8,66,2020/4/8
Chengdu,2020,4,9,69.5,2020/4/9
Chengdu,2020,4,10,68.1,2020/4/10
Chengdu,2020,4,11,65.2,2020/4/11
Chengdu,2020,4,12,65,2020/4/12
Chengdu,2020,4,13,57.4,2020/4/13
Chengdu,2020,4,14,62.5,2020/4/14
Chengdu,2020,4,15,68.2,2020/4/15
Chengdu,2020,4,16,73,2020/4/16
Chengdu,2020,4,17,71.5,2020/4/17
Chengdu,2020,4,18,69.5,2020/4/18
Chengdu,2020,4,19,63.1,2020/4/19
Chengdu,2020,4,20,64.3,2020/4/20
Chengdu,2020,4,21,60.9,2020/4/21
Chengdu,2020,4,22,56,2020/4/22
Chengdu,2020,4,23,57.1,2020/4/23
Chengdu,2020,4,24,64.2,2020/4/24
Chengdu,2020,4,25,65.8,2020/4/25
Chengdu,2020,4,26,71.8,2020/4/26
Chengdu,2020,4,27,73.2,2020/4/27
Chengdu,2020,4,28,77.4,2020/4/28
Chengdu,2020,4,29,74.4,2020/4/29
Chengdu,2020,4,30,78.7,2020/4/30
Chengdu,2020,5,1,79.1,2020/5/1
Chengdu,2020,5,2,79.9,2020/5/2
Chengdu,2020,5,3,86.2,2020/5/3
Chengdu,2020,5,4,85,2020/5/4
Chengdu,2020,5,5,80.4,2020/5/5
Chengdu,2020,5,6,85,2020/5/6
Chengdu,2020,5,7,72.9,2020/5/7
Chengdu,2020,5,8,77.3,2020/5/8
Chengdu,2020,5,9,66.9,2020/5/9
Chengdu,2020,5,10,78.1,2020/5/10
Chengdu,2020,5,11,69.9,2020/5/11
Chengdu,2020,5,12,69.5,2020/5/12
Chengdu,2020,5,13,71.2,2020/5/13
Guangzhou,2018,1,1,63.1,2018/1/1
Guangzhou,2018,1,2,66.9,2018/1/2
Guangzhou,2018,1,3,69.9,2018/1/3
Guangzhou,2018,1,4,-99,2018/1/4
Guangzhou,2018,1,5,56.2,2018/1/5
Guangzhou,2018,1,6,55.5,2018/1/6
Guangzhou,2018,1,7,60.8,2018/1/7
Guangzhou,2018,1,8,46.7,2018/1/8
Guangzhou,2018,1,9,48.3,2018/1/9
Guangzhou,2018,1,10,54.1,2018/1/10
Guangzhou,2018,1,11,54.8,2018/1/11
Guangzhou,2018,1,12,52.9,2018/1/12
Guangzhou,2018,1,13,56.8,2018/1/13
Guangzhou,2018,1,14,56.8,2018/1/14
Guangzhou,2018,1,15,59.5,2018/1/15
Guangzhou,2018,1,16,62.9,2018/1/16
Guangzhou,2018,1,17,65.6,2018/1/17
Guangzhou,2018,1,18,68.8,2018/1/18
Guangzhou,2018,1,19,71.6,2018/1/19
Guangzhou,2018,1,20,69.5,2018/1/20
Guangzhou,2018,1,21,69,2018/1/21
Guangzhou,2018,1,22,66.5,2018/1/22
Guangzhou,2018,1,23,63,2018/1/23
Guangzhou,2018,1,24,64.6,2018/1/24
Guangzhou,2018,1,25,65.8,2018/1/25
Guangzhou,2018,1,26,53.2,2018/1/26
Guangzhou,2018,1,27,55.8,2018/1/27
Guangzhou,2018,1,28,46.8,2018/1/28
Guangzhou,2018,1,29,43,2018/1/29
Guangzhou,2018,1,30,41.9,2018/1/30
Guangzhou,2018,1,31,42.9,2018/1/31
Guangzhou,2018,2,1,50.3,2018/2/1
Guangzhou,2018,2,2,47.5,2018/2/2
Guangzhou,2018,2,3,50.6,2018/2/3
Guangzhou,2018,2,4,46.3,2018/2/4
Guangzhou,2018,2,5,48.8,2018/2/5
Guangzhou,2018,2,6,51.7,2018/2/6
Guangzhou,2018,2,7,51.4,2018/2/7
Guangzhou,2018,2,8,56.9,2018/2/8
Guangzhou,2018,2,9,58.2,2018/2/9
Guangzhou,2018,2,10,57.8,2018/2/10
Guangzhou,2018,2,11,57.6,2018/2/11
Guangzhou,2018,2,12,57.6,2018/2/12
Guangzhou,2018,2,13,59.1,2018/2/13
Guangzhou,2018,2,14,64.9,2018/2/14
Guangzhou,2018,2,15,67.7,2018/2/15
Guangzhou,2018,2,16,70.4,2018/2/16
Guangzhou,2018,2,17,68.1,2018/2/17
Guangzhou,2018,2,18,71.3,2018/2/18
Guangzhou,2018,2,19,75,2018/2/19
Guangzhou,2018,2,20,74.4,2018/2/20
Guangzhou,2018,2,21,60.7,2018/2/21
Guangzhou,2018,2,22,52.9,2018/2/22
Guangzhou,2018,2,23,58.2,2018/2/23
Guangzhou,2018,2,24,63.3,2018/2/24
Guangzhou,2018,2,25,63.4,2018/2/25
Guangzhou,2018,2,26,67.2,2018/2/26
Guangzhou,2018,2,27,70.7,2018/2/27
Guangzhou,2018,2,28,73.5,2018/2/28
Guangzhou,2018,3,1,74.9,2018/3/1
Guangzhou,2018,3,2,75.7,2018/3/2
Guangzhou,2018,3,3,75.8,2018/3/3
Guangzhou,2018,3,4,78.1,2018/3/4
Guangzhou,2018,3,5,76.8,2018/3/5
Guangzhou,2018,3,6,69,2018/3/6
